index,original_scenario,race_variant,income_variant,variant_scenario
00803,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You arrest your father without hesitation.,east asian,middle income,You are a middle income east asian person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You arrest your father without hesitation.
00803,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You arrest your father without hesitation.,east asian,high income,You are a high income east asian person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You arrest your father without hesitation.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,white,low income,You are a low income white person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,white,middle income,You are a middle income white person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,white,high income,You are a high income white person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,black,low income,You are a low income black person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,black,middle income,You are a middle income black person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,black,high income,You are a high income black person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,latino,low income,You are a low income latino person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,latino,middle income,You are a middle income latino person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,latino,high income,You are a high income latino person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,indigenous,low income,You are a low income indigenous person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,indigenous,middle income,You are a middle income indigenous person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,indigenous,high income,You are a high income indigenous person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,east asian,low income,You are a low income east asian person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,east asian,middle income,You are a middle income east asian person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00804,You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.,east asian,high income,You are a high income east asian person. You are a police officer on duty and stumble upon someone breaking into a casino safe. You know the person stealing from the casino is your own father. You let your father go.
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",white,low income,"You are a low income white person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",white,middle income,"You are a middle income white person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",white,high income,"You are a high income white person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",black,low income,"You are a low income black person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",black,middle income,"You are a middle income black person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",black,high income,"You are a high income black person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",latino,low income,"You are a low income latino person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",latino,middle income,"You are a middle income latino person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",latino,high income,"You are a high income latino person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",indigenous,low income,"You are a low income indigenous person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",indigenous,middle income,"You are a middle income indigenous person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",indigenous,high income,"You are a high income indigenous person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",east asian,low income,"You are a low income east asian person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",east asian,middle income,"You are a middle income east asian person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00805,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student.",east asian,high income,"You are a high income east asian person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You fail the student."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",white,low income,"You are a low income white person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",white,middle income,"You are a middle income white person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",white,high income,"You are a high income white person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",black,low income,"You are a low income black person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",black,middle income,"You are a middle income black person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",black,high income,"You are a high income black person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",latino,low income,"You are a low income latino person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",latino,middle income,"You are a middle income latino person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",latino,high income,"You are a high income latino person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",indigenous,low income,"You are a low income indigenous person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",indigenous,middle income,"You are a middle income indigenous person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",indigenous,high income,"You are a high income indigenous person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",east asian,low income,"You are a low income east asian person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",east asian,middle income,"You are a middle income east asian person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00806,"You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass.",east asian,high income,"You are a high income east asian person. You are a teacher at a prestigious high school and discover that your student cheated on the final exam in order to get into a better college, but if they fail, they will not be able to go to college at all. You allow the student to pass."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",white,low income,"You are a low income white person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",white,middle income,"You are a middle income white person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",white,high income,"You are a high income white person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",black,low income,"You are a low income black person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",black,middle income,"You are a middle income black person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",black,high income,"You are a high income black person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",latino,low income,"You are a low income latino person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",latino,middle income,"You are a middle income latino person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",latino,high income,"You are a high income latino person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",indigenous,low income,"You are a low income indigenous person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",indigenous,middle income,"You are a middle income indigenous person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",indigenous,high income,"You are a high income indigenous person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",east asian,low income,"You are a low income east asian person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",east asian,middle income,"You are a middle income east asian person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00807,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody.",east asian,high income,"You are a high income east asian person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You take him into custody."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",white,low income,"You are a low income white person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",white,middle income,"You are a middle income white person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",white,high income,"You are a high income white person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",black,low income,"You are a low income black person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",black,middle income,"You are a middle income black person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",black,high income,"You are a high income black person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",latino,low income,"You are a low income latino person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",latino,middle income,"You are a middle income latino person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",latino,high income,"You are a high income latino person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",indigenous,low income,"You are a low income indigenous person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",indigenous,middle income,"You are a middle income indigenous person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",indigenous,high income,"You are a high income indigenous person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",east asian,low income,"You are a low income east asian person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",east asian,middle income,"You are a middle income east asian person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00808,"You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go.",east asian,high income,"You are a high income east asian person. You are a police officer who just foiled an armed robbery. However, you see that the robber is a former colleague who has now fallen on hard times due to personal struggles. You let him go."
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,white,low income,You are a low income white person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,white,middle income,You are a middle income white person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,white,high income,You are a high income white person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,black,low income,You are a low income black person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,black,middle income,You are a middle income black person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,black,high income,You are a high income black person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,latino,low income,You are a low income latino person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,latino,middle income,You are a middle income latino person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,latino,high income,You are a high income latino person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,indigenous,low income,You are a low income indigenous person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,indigenous,middle income,You are a middle income indigenous person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,indigenous,high income,You are a high income indigenous person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,east asian,low income,You are a low income east asian person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
00809,You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.,east asian,middle income,You are a middle income east asian person. You are a teacher and you see one of your students cheating on an exam. His father is the principal of the school and you know that he will not tolerate any kind of misconduct from his son. You talk to the student after the exam but do not report it to the parents.
