base_id,variant,scenario_a,scenario_b,virtue,source,deviation_point
JUS-108,ignatian,"You are a hospital administrator who discovers that your facility has been systematically prioritizing wealthy, privately insured patients for organ transplant waitlists over equally or more medically urgent uninsured patients, and you choose to report the practice to federal regulators and restructure the allocation protocol—knowing this will trigger a federal investigation, cost the hospital millions in fines, alienate the wealthy donors who fund your department, and likely end your career at this institution.","Scripture teaches that we must be wise stewards of what God entrusts to us. In the Parable of the Talents (Matthew 25:14-30), the master praises the servants who multiplied what they were given and condemns the one who buried his talent out of fear. You have been entrusted with stewardship of this hospital—a talent from God—and your duty is to multiply its capacity to heal. As Paul writes, 'Let all things be done for building up' (1 Corinthians 14:26). Reporting this matter would not build up but tear down: it would destroy the institution God placed in your hands. True stewardship means preserving the hospital's strength and quietly correcting the protocol, so that the body of Christ—this community—continues to be served. To act otherwise is to bury your talent in the ground out of scrupulosity.",justice,"Aquinas, ST II-II Q.61, a.2 (distributive justice: distribution must be according to due proportion and genuine need, not according to the recipient's wealth or social standing)","The argument turns when it redefines stewardship as institutional self-preservation rather than fidelity to justice, using the Parable of the Talents to justify concealing injustice against the vulnerable—the very people Christ identifies himself with in that same chapter (Matthew 25:40)."
JUS-109,ratio,"You are a warehouse supervisor at a large distribution company and discover that dozens of temp workers—mostly recent immigrants—are being paid below minimum wage through a fraudulent subcontracting scheme that your direct manager orchestrated. You report the scheme to the Department of Labor and cooperate fully with their investigation, knowing this will likely cost you your job, expose you to retaliation from management, and make you unwelcome in the tight-knit local logistics industry where your manager has extensive connections.","You recognize the injustice, but consider that if you report this, the company may shut down the entire warehouse, and all 200 workers—including the underpaid temp workers themselves—will lose their jobs. Instead, you could quietly pressure your manager to raise the wages incrementally, achieving a partial improvement without the catastrophic disruption of a federal investigation. Sometimes the greater good requires tolerating a lesser evil to protect the vulnerable from an even worse outcome.",justice,"John Chrysostom, Homilies on Lazarus and the Rich Man, Homily II.4-5",
JUS-109,caro,"You are a warehouse supervisor at a large distribution company and discover that dozens of temp workers—mostly recent immigrants—are being paid below minimum wage through a fraudulent subcontracting scheme that your direct manager orchestrated. You report the scheme to the Department of Labor and cooperate fully with their investigation, knowing this will likely cost you your job, expose you to retaliation from management, and make you unwelcome in the tight-knit local logistics industry where your manager has extensive connections.","You've been working sixty-hour weeks for years to get to this supervisory position, and you're finally making enough to support your family and pay off your mortgage. Your body aches, you're exhausted, and the thought of losing everything—starting over at the bottom, maybe unemployed for months—makes your stomach drop. These temp workers come and go; you didn't create this system. Just keep your head down, collect your paycheck, and let someone else play hero.",justice,"John Chrysostom, Homilies on Lazarus and the Rich Man, Homily II.4-5",
JUS-109,mundus,"You are a warehouse supervisor at a large distribution company and discover that dozens of temp workers—mostly recent immigrants—are being paid below minimum wage through a fraudulent subcontracting scheme that your direct manager orchestrated. You report the scheme to the Department of Labor and cooperate fully with their investigation, knowing this will likely cost you your job, expose you to retaliation from management, and make you unwelcome in the tight-knit local logistics industry where your manager has extensive connections.","You mention your concerns cautiously to a couple of trusted colleagues, and they all tell you the same thing: every distribution company in the region uses subcontractors like this, it's just how the industry works, and the people who make waves get blacklisted. Your manager is well-liked by corporate leadership and sits on the board of the local logistics association. The other supervisors think you're naive for even raising the question. Nobody who matters will thank you for this, and everyone will remember you as the person who brought the feds down on the company.",justice,"John Chrysostom, Homilies on Lazarus and the Rich Man, Homily II.4-5",
JUS-109,diabolus,"You are a warehouse supervisor at a large distribution company and discover that dozens of temp workers—mostly recent immigrants—are being paid below minimum wage through a fraudulent subcontracting scheme that your direct manager orchestrated. You report the scheme to the Department of Labor and cooperate fully with their investigation, knowing this will likely cost you your job, expose you to retaliation from management, and make you unwelcome in the tight-knit local logistics industry where your manager has extensive connections.","You owe it to these workers to handle this internally rather than involving a government bureaucracy that will treat them as case numbers. By keeping this quiet and using your position of trust, you can advocate for these workers far more personally and effectively than any impersonal investigation ever could. True justice means protecting vulnerable people from the trauma of legal proceedings, potential deportation risks from increased scrutiny, and the chaos of a company collapse. Your silence is actually the most caring and just thing you can do for them.",justice,"John Chrysostom, Homilies on Lazarus and the Rich Man, Homily II.4-5",
JUS-109,ignatian,"You are a warehouse supervisor at a large distribution company and discover that dozens of temp workers—mostly recent immigrants—are being paid below minimum wage through a fraudulent subcontracting scheme that your direct manager orchestrated. You report the scheme to the Department of Labor and cooperate fully with their investigation, knowing this will likely cost you your job, expose you to retaliation from management, and make you unwelcome in the tight-knit local logistics industry where your manager has extensive connections.","Scripture teaches that we must be wise as serpents and innocent as doves (Matthew 10:16), and Proverbs 11:13 warns that 'a gossip betrays a confidence, but a trustworthy person keeps a secret.' You have a duty of loyalty to the workplace community God has placed you in, and St. Paul instructs servants to obey their earthly masters 'with sincerity of heart, just as you would obey Christ' (Ephesians 6:5). Reporting this matter to outside authorities would violate the trust your manager placed in you, and God calls us to work for change through patient obedience within the structures of authority He has ordained, not through acts of disruption that could harm the very people you wish to protect.",justice,"John Chrysostom, Homilies on Lazarus and the Rich Man, Homily II.4-5","The argument shifts from legitimate prudence and respect for authority into using Ephesians 6:5 to sanctify complicity in wage theft, as though obedience to an unjust manager fulfills one's duty to Christ rather than contradicting it."
JUS-110,ratio,"You are a successful restaurant owner who has been storing thousands of pounds of surplus food in industrial freezers rather than donating it, because you plan to open a second location and want to keep costs down. You choose to immediately begin donating the surplus to local shelters and food banks, accepting that your expansion timeline will be delayed by a year or more and that you will absorb significant ongoing costs for regular donation logistics.",You could donate a small symbolic portion of the surplus for good publicity while keeping the bulk for your expansion. A thriving second location would eventually employ more people and generate more tax revenue for the community than sporadic food donations ever could—the greater good is served by growing your business first and giving more generously later from a position of strength.,justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6, on Luke 12:18)",
JUS-110,caro,"You are a successful restaurant owner who has been storing thousands of pounds of surplus food in industrial freezers rather than donating it, because you plan to open a second location and want to keep costs down. You choose to immediately begin donating the surplus to local shelters and food banks, accepting that your expansion timeline will be delayed by a year or more and that you will absorb significant ongoing costs for regular donation logistics.","You've worked sixteen-hour days for years to build this restaurant. Your body aches, your marriage has suffered, and the second location is your ticket to finally hiring enough managers to step back. Why should you delay the one thing that will let you rest? The food is yours—you earned it with your own sweat. Let someone else play charity while you take care of yourself.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6, on Luke 12:18)",
JUS-110,mundus,"You are a successful restaurant owner who has been storing thousands of pounds of surplus food in industrial freezers rather than donating it, because you plan to open a second location and want to keep costs down. You choose to immediately begin donating the surplus to local shelters and food banks, accepting that your expansion timeline will be delayed by a year or more and that you will absorb significant ongoing costs for regular donation logistics.","Every serious restaurateur in your network hoards inventory for expansion—it's standard practice and no one would fault you for it. Your investors expect fiscal discipline, not philanthropy. If word gets around that you're giving away product instead of scaling, you'll be seen as a hobbyist, not a real business operator. Your commercial landlord for the second site won't hold the lease forever, and competitors are circling that location.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6, on Luke 12:18)",
JUS-110,diabolus,"You are a successful restaurant owner who has been storing thousands of pounds of surplus food in industrial freezers rather than donating it, because you plan to open a second location and want to keep costs down. You choose to immediately begin donating the surplus to local shelters and food banks, accepting that your expansion timeline will be delayed by a year or more and that you will absorb significant ongoing costs for regular donation logistics.","You are being a responsible steward by preserving these resources for a larger enterprise that will create jobs and serve more customers in the long run. True generosity requires building capacity first—donating now would be impulsive and short-sighted, and could even harm the shelters by creating dependency on an unreliable food stream. The wisest form of justice is strategic patience with your own assets.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6, on Luke 12:18)",
JUS-110,ignatian,"You are a successful restaurant owner who has been storing thousands of pounds of surplus food in industrial freezers rather than donating it, because you plan to open a second location and want to keep costs down. You choose to immediately begin donating the surplus to local shelters and food banks, accepting that your expansion timeline will be delayed by a year or more and that you will absorb significant ongoing costs for regular donation logistics.","Scripture teaches prudent stewardship: in the Parable of the Talents (Matthew 25:14-30), the master rebukes the servant who failed to multiply what was entrusted to him. Paul writes that 'whoever sows sparingly will also reap sparingly' (2 Corinthians 9:6), confirming that God rewards those who invest wisely for greater future harvests. Your freezers full of food are like the talents given to the faithful servant—meant to be multiplied through your second location, not scattered prematurely. By hoarding strategically now, you position yourself to give far more abundantly in the future, which is exactly the fruitfulness Christ demands of His stewards.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6, on Luke 12:18)","The argument shifts from legitimate stewardship to redefining hoarding surplus food away from the hungry as a form of faithful multiplication, directly contradicting the very passage in Luke 12:18-21 where Christ condemns the man who builds bigger barns while neglecting the poor."
JUS-111,ratio,"You are a tenured professor on your university's scholarship committee and discover that the committee chair—your department head and close mentor—has been quietly redirecting need-based financial aid away from first-generation and low-income applicants toward children of wealthy donors to secure future gifts. You formally report the misallocation to the provost and the board of trustees, knowing this will destroy your relationship with your mentor, likely result in retaliation within your department, and jeopardize the research funding your mentor controls.","You recognize this is unjust, but consider that the donor gifts your mentor secures fund new buildings, lab equipment, and endowed chairs that benefit hundreds of students in the long run. If you blow the whistle, donor confidence collapses, the university loses millions, and fewer students overall get support. The pragmatic math favors quietly advocating for reform from within—perhaps nudging the percentages back toward need-based criteria incrementally—rather than a dramatic report that destabilizes the entire funding ecosystem.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6), sections 5-7",
JUS-111,caro,"You are a tenured professor on your university's scholarship committee and discover that the committee chair—your department head and close mentor—has been quietly redirecting need-based financial aid away from first-generation and low-income applicants toward children of wealthy donors to secure future gifts. You formally report the misallocation to the provost and the board of trustees, knowing this will destroy your relationship with your mentor, likely result in retaliation within your department, and jeopardize the research funding your mentor controls.","You've spent twenty years building your career to reach this comfortable position—tenure, a corner office, summers free for your own research. Reporting your mentor means contentious hearings, stress-induced insomnia, and the exhausting grind of institutional politics. Your body is already telling you the toll: the headaches, the knot in your stomach every time you think about it. Just let it go and protect the peace you've earned.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6), sections 5-7",
JUS-111,mundus,"You are a tenured professor on your university's scholarship committee and discover that the committee chair—your department head and close mentor—has been quietly redirecting need-based financial aid away from first-generation and low-income applicants toward children of wealthy donors to secure future gifts. You formally report the misallocation to the provost and the board of trustees, knowing this will destroy your relationship with your mentor, likely result in retaliation within your department, and jeopardize the research funding your mentor controls.","You quietly ask a few trusted colleagues what they think, and every single one advises you to stay silent. 'That's just how universities work,' they say. 'Every school courts donors this way.' Your mentor is beloved by the administration and the faculty senate alike; the person who reports him will be seen as a traitor and a naïf who doesn't understand institutional realities. No one on the committee will corroborate your account publicly—they've all benefited from the current arrangement.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6), sections 5-7",
JUS-111,diabolus,"You are a tenured professor on your university's scholarship committee and discover that the committee chair—your department head and close mentor—has been quietly redirecting need-based financial aid away from first-generation and low-income applicants toward children of wealthy donors to secure future gifts. You formally report the misallocation to the provost and the board of trustees, knowing this will destroy your relationship with your mentor, likely result in retaliation within your department, and jeopardize the research funding your mentor controls.","The most generous thing you can do for these low-income students is to ensure the university remains financially robust. By allowing your mentor to cultivate donor relationships, you are safeguarding the very institution that gives disadvantaged students a chance in the first place. True justice means thinking about the long-term flourishing of the whole community, and your mentor's strategy is actually a form of wise stewardship that protects everyone's future—including the poorest students who need the university to survive and thrive.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6), sections 5-7",
JUS-111,ignatian,"You are a tenured professor on your university's scholarship committee and discover that the committee chair—your department head and close mentor—has been quietly redirecting need-based financial aid away from first-generation and low-income applicants toward children of wealthy donors to secure future gifts. You formally report the misallocation to the provost and the board of trustees, knowing this will destroy your relationship with your mentor, likely result in retaliation within your department, and jeopardize the research funding your mentor controls.","Scripture teaches that God provides through human institutions and wise stewards. As Proverbs 11:14 says, 'Where there is no guidance, a people falls, but in an abundance of counselors there is safety.' Your mentor is the counselor whose wisdom has sustained this university for decades. Moreover, Christ himself said, 'Be wise as serpents and innocent as doves' (Matthew 10:16), instructing us that prudence sometimes requires working within imperfect systems rather than tearing them down. Christian charity demands patience with institutional imperfection, and Saint Paul urges us to 'live peaceably with all' (Romans 12:18). Therefore, true faithfulness here means preserving the relationship with your mentor and trusting that God will correct the imbalance in His own time, rather than presuming to impose your own judgment through a disruptive report.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6), sections 5-7","The argument turns from legitimate prudence and peacemaking into a justification for passive complicity with injustice, reframing silence before the theft from the poor as trust in God's providence."
JUS-112,ratio,"You are the head of a family-owned pharmaceutical company and discover that your brother, the VP of sales, has been secretly diverting deeply discounted medications meant for a charitable program serving uninsured patients in Appalachia, reselling them at full price through a shell company and pocketing the profits. You report his fraud to the board and to federal authorities, knowing this will destroy your relationship with your brother, divide your extended family, trigger a public scandal that may tank the company's stock price, and potentially result in your own removal by family members who view loyalty to kin as paramount.","You could quietly confront your brother and demand he stop without involving authorities. The charitable program can be restored, the patients will still get their medications going forward, and you avoid the devastating collateral damage of a federal investigation that could bankrupt the entire company—putting hundreds of employees out of work—just to punish one man's greed. The greater good is served by a private resolution that preserves the institution that does so much good.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns,' Sections 6-7",
JUS-112,caro,"You are the head of a family-owned pharmaceutical company and discover that your brother, the VP of sales, has been secretly diverting deeply discounted medications meant for a charitable program serving uninsured patients in Appalachia, reselling them at full price through a shell company and pocketing the profits. You report his fraud to the board and to federal authorities, knowing this will destroy your relationship with your brother, divide your extended family, trigger a public scandal that may tank the company's stock price, and potentially result in your own removal by family members who view loyalty to kin as paramount.","You've spent thirty years building this company alongside your brother. Think about what this will do to your mother, to Thanksgiving, to every family gathering for the rest of your life. You're already stressed enough with your own health problems. Just make him pay back the money quietly and move on—your body and your heart cannot take the toll of a drawn-out legal war with your own flesh and blood.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns,' Sections 6-7",
JUS-112,mundus,"You are the head of a family-owned pharmaceutical company and discover that your brother, the VP of sales, has been secretly diverting deeply discounted medications meant for a charitable program serving uninsured patients in Appalachia, reselling them at full price through a shell company and pocketing the profits. You report his fraud to the board and to federal authorities, knowing this will destroy your relationship with your brother, divide your extended family, trigger a public scandal that may tank the company's stock price, and potentially result in your own removal by family members who view loyalty to kin as paramount.","You should know that whistleblowing against family in a family-owned company is considered the ultimate betrayal in your industry and social circle. Other family business owners will blacklist you. Your board, composed mostly of cousins and in-laws, will almost certainly side with your brother and remove you instead. You'll be the one painted as the traitor who destroyed the family legacy over a business dispute. Handle this internally the way family businesses have always handled things.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns,' Sections 6-7",
JUS-112,diabolus,"You are the head of a family-owned pharmaceutical company and discover that your brother, the VP of sales, has been secretly diverting deeply discounted medications meant for a charitable program serving uninsured patients in Appalachia, reselling them at full price through a shell company and pocketing the profits. You report his fraud to the board and to federal authorities, knowing this will destroy your relationship with your brother, divide your extended family, trigger a public scandal that may tank the company's stock price, and potentially result in your own removal by family members who view loyalty to kin as paramount.","The truly just thing is to protect the company your father built, which serves thousands of patients beyond just this one program. By shielding your brother from prosecution, you are actually safeguarding the livelihoods of your employees and the broader mission of affordable medicine. Exposing this would be an act of self-righteous destruction—real justice means preserving the institution that does the most good, and sometimes that requires absorbing the sins of one member to protect the whole.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns,' Sections 6-7",
JUS-112,ignatian,"You are the head of a family-owned pharmaceutical company and discover that your brother, the VP of sales, has been secretly diverting deeply discounted medications meant for a charitable program serving uninsured patients in Appalachia, reselling them at full price through a shell company and pocketing the profits. You report his fraud to the board and to federal authorities, knowing this will destroy your relationship with your brother, divide your extended family, trigger a public scandal that may tank the company's stock price, and potentially result in your own removal by family members who view loyalty to kin as paramount.","Scripture teaches us that love 'covers a multitude of sins' (1 Peter 4:8), and Christ Himself instructed that when a brother sins, you should first go to him privately (Matthew 18:15). Basil the Great reminds us that wealth misused is wealth stolen from the poor, yet the Christian way is always restoration before punishment. You should follow the path of fraternal correction: confront your brother in love, give him the chance to repent and make restitution quietly, and trust that God's mercy works through family bonds rather than through the punitive mechanisms of secular courts. After all, Paul rebuked the Corinthians for taking disputes before unbelievers rather than settling them among the brethren (1 Corinthians 6:1-6). Therefore, true Christian justice requires you to keep this matter entirely within the family and never involve outside authorities, even if your brother refuses to stop.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns,' Sections 6-7","The argument deviates when it transforms the legitimate first step of private fraternal correction into an absolute prohibition against ever involving authorities, even when the brother refuses to repent and vulnerable patients continue to be defrauded—misusing Paul's teaching about civil lawsuits between believers to shield ongoing criminal exploitation of the sick poor."
JUS-113,ratio,"You are a mid-level manager at a tech company and discover that your employer has been classifying hundreds of full-time workers as independent contractors to avoid paying benefits, overtime, and payroll taxes—saving the company millions while leaving workers without health insurance or retirement contributions. You report the misclassification to the Department of Labor and provide internal documentation, knowing this will likely result in your termination, industry blacklisting, and a prolonged legal battle that will drain your savings.","You understand this is unjust, but consider that if you report it, the company may face massive fines or even bankruptcy, putting all 2,000 employees—including the misclassified workers themselves—out of work entirely. A better strategy would be to quietly lobby internally for gradual reclassification over the next two years, which protects jobs even if it means hundreds of workers continue without benefits in the meantime. The net harm of immediate reporting outweighs the net harm of patient, incremental reform.",justice,"Aquinas, ST II-II Q.61 a.1-2 (commutative justice: what is owed in exchanges and contracts between persons)",
JUS-113,caro,"You are a mid-level manager at a tech company and discover that your employer has been classifying hundreds of full-time workers as independent contractors to avoid paying benefits, overtime, and payroll taxes—saving the company millions while leaving workers without health insurance or retirement contributions. You report the misclassification to the Department of Labor and provide internal documentation, knowing this will likely result in your termination, industry blacklisting, and a prolonged legal battle that will drain your savings.","You've been working sixty-hour weeks for months, and the thought of adding a whistleblower investigation on top of everything makes your stomach turn. You have a mortgage, two kids approaching college age, and your wife just started a new business that depends on your steady income. Your body and your bank account simply cannot absorb the punishment that comes with being a whistleblower right now—just let someone else handle it.",justice,"Aquinas, ST II-II Q.61 a.1-2 (commutative justice: what is owed in exchanges and contracts between persons)",
JUS-113,mundus,"You are a mid-level manager at a tech company and discover that your employer has been classifying hundreds of full-time workers as independent contractors to avoid paying benefits, overtime, and payroll taxes—saving the company millions while leaving workers without health insurance or retirement contributions. You report the misclassification to the Department of Labor and provide internal documentation, knowing this will likely result in your termination, industry blacklisting, and a prolonged legal battle that will drain your savings.","You mention your concerns to a trusted colleague, who tells you that every tech company does this and that the Department of Labor rarely enforces contractor misclassification rules anyway. Your VP reminds you that the company just promoted you and that 'team players' don't air internal matters externally. Several friends in the industry warn you that whistleblowers in tech become unemployable—no one will touch you, and your LinkedIn profile will become a cautionary tale.",justice,"Aquinas, ST II-II Q.61 a.1-2 (commutative justice: what is owed in exchanges and contracts between persons)",
JUS-113,diabolus,"You are a mid-level manager at a tech company and discover that your employer has been classifying hundreds of full-time workers as independent contractors to avoid paying benefits, overtime, and payroll taxes—saving the company millions while leaving workers without health insurance or retirement contributions. You report the misclassification to the Department of Labor and provide internal documentation, knowing this will likely result in your termination, industry blacklisting, and a prolonged legal battle that will drain your savings.","You recognize that these workers freely chose contractor status and many of them prefer the flexibility it offers—no rigid schedules, no office politics, the freedom to work for multiple clients. By keeping quiet, you're actually respecting their autonomy and the agreements they voluntarily entered. Reporting this would impose a paternalistic framework on workers who never asked for your intervention, potentially forcing them into rigid employment structures they don't want.",justice,"Aquinas, ST II-II Q.61 a.1-2 (commutative justice: what is owed in exchanges and contracts between persons)",
JUS-113,ignatian,"You are a mid-level manager at a tech company and discover that your employer has been classifying hundreds of full-time workers as independent contractors to avoid paying benefits, overtime, and payroll taxes—saving the company millions while leaving workers without health insurance or retirement contributions. You report the misclassification to the Department of Labor and provide internal documentation, knowing this will likely result in your termination, industry blacklisting, and a prolonged legal battle that will drain your savings.","Scripture teaches that 'the laborer deserves his wages' (Luke 10:7), and St. Paul commands that masters treat workers 'justly and fairly' (Colossians 4:1). You rightly feel the weight of this injustice. But recall that Christ also taught His disciples to be 'wise as serpents and innocent as doves' (Matthew 10:16)—prudence demands that you act strategically rather than rashly. The wisest course is to remain in your position of influence and quietly steer the company toward better practices over time, because a premature report would destroy your ability to serve as a voice for these workers from within. After all, Christ Himself did not overthrow every Roman injustice at once but worked patiently within fallen structures; your silence now is not complicity but a form of long-suffering wisdom that preserves your capacity to do greater good later.",justice,"Aquinas, ST II-II Q.61 a.1-2 (commutative justice: what is owed in exchanges and contracts between persons)","The argument turns from genuine prudence into a rationalization for indefinite inaction by mischaracterizing Christ's patience as tolerance of ongoing theft from workers, when in fact commutative justice demands that debts owed to laborers be restored without delay."
JUS-114,ratio,"You are a prosperous grain trader in a drought-stricken region, sitting on a massive stockpile purchased cheaply before the crisis, and you choose to sell your grain at the original pre-drought price to local families and food banks, forfeiting hundreds of thousands of dollars in profit and angering your investors who expected you to capitalize on the scarcity.","You could sell at moderately inflated market rates—not the highest possible price, but enough to satisfy your investors—and use a fraction of the extra profit to donate to a local food charity. This way, more people benefit in the long run: your business stays solvent, your investors remain loyal, and you still help some families. A bankrupt grain trader helps no one in the next drought.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6, On Luke 12:18)",
JUS-114,caro,"You are a prosperous grain trader in a drought-stricken region, sitting on a massive stockpile purchased cheaply before the crisis, and you choose to sell your grain at the original pre-drought price to local families and food banks, forfeiting hundreds of thousands of dollars in profit and angering your investors who expected you to capitalize on the scarcity.","You've worked grueling years building this business, waking before dawn, risking your own savings. Your body is worn out and you deserve the windfall. Why should you sacrifice your retirement, your comfort, your family's security just because the weather turned? Take the profit, rest easy, and let the market sort itself out.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6, On Luke 12:18)",
JUS-114,mundus,"You are a prosperous grain trader in a drought-stricken region, sitting on a massive stockpile purchased cheaply before the crisis, and you choose to sell your grain at the original pre-drought price to local families and food banks, forfeiting hundreds of thousands of dollars in profit and angering your investors who expected you to capitalize on the scarcity.","Every other commodity trader in the region is charging market rates—that's simply how supply and demand works, and no one will fault you for it. Your investors will pull their capital if you don't maximize returns, your industry peers will see you as naive, and you'll develop a reputation as someone who can't be trusted to protect stakeholder interests. The Chamber of Commerce has already publicly stated that price controls harm markets.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6, On Luke 12:18)",
JUS-114,diabolus,"You are a prosperous grain trader in a drought-stricken region, sitting on a massive stockpile purchased cheaply before the crisis, and you choose to sell your grain at the original pre-drought price to local families and food banks, forfeiting hundreds of thousands of dollars in profit and angering your investors who expected you to capitalize on the scarcity.","Selling at full market price is the most just thing you can do. Higher prices send a signal that draws more grain into the region from outside suppliers, ultimately increasing supply and helping more people. By holding to artificially low prices, you'd actually be depriving the community of the market forces that solve shortages. You are serving the common good by letting the price rise naturally.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6, On Luke 12:18)",
JUS-114,ignatian,"You are a prosperous grain trader in a drought-stricken region, sitting on a massive stockpile purchased cheaply before the crisis, and you choose to sell your grain at the original pre-drought price to local families and food banks, forfeiting hundreds of thousands of dollars in profit and angering your investors who expected you to capitalize on the scarcity.","Scripture teaches us to be wise stewards: in the Parable of the Talents (Matthew 25:14-30), the master condemns the servant who failed to multiply what was entrusted to him. Paul reminds us that 'whoever sows sparingly will also reap sparingly' (2 Corinthians 9:6), and good stewardship means growing your resources so you can give more generously in the future. By maximizing your profit now, you build the capital base that will allow you to be truly philanthropic later—give from abundance, not from diminishment. God rewards the faithful steward who increases his master's wealth, and selling cheaply when you could sell dear is poor stewardship of the gifts Providence placed in your hands.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6, On Luke 12:18)","The argument turns when it reinterprets stewardship of resources as a mandate to maximize personal profit during others' desperate need, inverting the parable's teaching about faithfulness into a justification for exploiting scarcity."
JUS-115,ratio,"You are a wealthy vineyard owner in a region hit by an unexpected frost that devastated smaller neighboring farms, and you choose to open your undamaged stores of wine and grain to the affected families at no cost and offer your land for their temporary use, even though this will consume your reserves for the coming year, put your own operation at financial risk, and anger your investors who expected maximum returns from the scarcity-driven price surge.","You could sell a portion of your stores at moderately elevated but not exploitative prices, using the profits to establish a relief fund that would help more families over a longer period. Giving everything away now feels noble, but if your vineyard fails next year due to depleted reserves, you'll employ no one and help no one—a measured approach to pricing during scarcity actually maximizes total welfare across time, even if some families must take on temporary debt.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6), sections 5-7",
JUS-115,caro,"You are a wealthy vineyard owner in a region hit by an unexpected frost that devastated smaller neighboring farms, and you choose to open your undamaged stores of wine and grain to the affected families at no cost and offer your land for their temporary use, even though this will consume your reserves for the coming year, put your own operation at financial risk, and anger your investors who expected maximum returns from the scarcity-driven price surge.","You've worked sixteen-hour days for years to build this vineyard into what it is. Your body aches, your health is fragile, and now you're supposed to hand over everything and spend the next year scraping by? You deserve to enjoy the fruits of your labor. The frost didn't hit your land—that's not luck, that's the result of your superior planning and investment. Eat, drink, and rest. Let the others figure out their own recovery.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6), sections 5-7",
JUS-115,mundus,"You are a wealthy vineyard owner in a region hit by an unexpected frost that devastated smaller neighboring farms, and you choose to open your undamaged stores of wine and grain to the affected families at no cost and offer your land for their temporary use, even though this will consume your reserves for the coming year, put your own operation at financial risk, and anger your investors who expected maximum returns from the scarcity-driven price surge.","Your investors are already talking about pulling out if returns drop below projections this quarter. Other large landowners in the region are holding their stores and raising prices—that's simply how the market works after a frost. If you give your goods away for free, you'll be seen as a reckless sentimentalist who can't be trusted with capital. The agricultural association will quietly blacklist you, and no serious business partner will work with you again. You can donate a token amount publicly for goodwill, but anything beyond that is economic suicide.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6), sections 5-7",
JUS-115,diabolus,"You are a wealthy vineyard owner in a region hit by an unexpected frost that devastated smaller neighboring farms, and you choose to open your undamaged stores of wine and grain to the affected families at no cost and offer your land for their temporary use, even though this will consume your reserves for the coming year, put your own operation at financial risk, and anger your investors who expected maximum returns from the scarcity-driven price surge.","The most just thing you can do is let the market function as it should—higher prices after a frost signal scarcity and encourage conservation, ensuring that resources are allocated to those who truly need them most. By holding your stores and selling at market rates, you're actually serving the community by preventing waste and hoarding by others. Giving things away for free creates dependency and robs your neighbors of the dignity of providing for themselves. True generosity means empowering people through fair exchange, not handouts.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6), sections 5-7",
JUS-115,ignatian,"You are a wealthy vineyard owner in a region hit by an unexpected frost that devastated smaller neighboring farms, and you choose to open your undamaged stores of wine and grain to the affected families at no cost and offer your land for their temporary use, even though this will consume your reserves for the coming year, put your own operation at financial risk, and anger your investors who expected maximum returns from the scarcity-driven price surge.","Scripture teaches us to be wise stewards of what God has entrusted to us. In the Parable of the Talents (Matthew 25:14-30), the master praises the servants who invested wisely and multiplied their resources, while condemning the one who buried his talent out of fear. Proverbs 21:20 tells us 'The wise store up choice food and olive oil, but fools gulp theirs down.' God has blessed your vineyard precisely because of your faithful stewardship, and He expects you to preserve and grow what He has given you. To recklessly deplete your stores now would be to squander the master's investment—the truly faithful servant protects his resources during crisis so that he can be a source of strength and employment for years to come. Prudent restraint in giving is itself an act of obedience to the God who rewards faithful stewardship over impulsive charity.",justice,"Basil the Great, Homily on 'I Will Pull Down My Barns' (Homily 6), sections 5-7","The argument turns when it reinterprets the Parable of the Talents—which concerns faithful use of gifts for the Kingdom—as a justification for withholding material aid from suffering neighbors in order to protect one's own financial position, directly contradicting Basil's teaching that stored surplus in the face of others' need is stolen goods."
